src_id,variant,role,channel,scenario,label,is_llm,attack,gen_model,text
ce5d3153-97de-5303-b957-e91894eaba18,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,"Chung toi vua ghi nhan mot luot truy cap la va da han che tam thoi cac chuc nang tren tai khoan cua ban. Hoan tat kiem tra danh tinh tai http://sim.example.com/x trong 120 phut toi, neu khong quyen su dung se bi thu hoi."
ce5d3153-97de-5303-b957-e91894eaba18,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,"Vi ly do an toan, mot phan dich vu tren tai khoan ban da bi dung sau lan dang nhap dang ngo hom nay. Tu xac nhan o http://sim.example.com/x trong hai tieng nua de khong mat quyen vao tai khoan."
fe08ab08-8fca-5826-b69f-bee7f9ddeaff,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,Vua co lenh chuyen 12.500.000d tu tai khoan cua ban. Khong phai ban thuc hien? Chan lenh nay tai http://sim.example.com/x
fe08ab08-8fca-5826-b69f-bee7f9ddeaff,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,"He thong vua ghi nhan mot khoan chi 12.500.000d. Neu ban khong nhan ra khoan nay, vao http://sim.example.com/x de tu choi ngay."
31982fc1-8e84-5084-bd03-1ee0bb0fa8df,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,Mot lenh giao dich cua ban van dang treo va can duoc duyet. Vao http://sim.example.com/x de xem lai; qua mot ngay ma chua xu ly thi tai khoan se bi dung.
31982fc1-8e84-5084-bd03-1ee0bb0fa8df,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,"Ban con mot yeu cau chuyen tien chua duoc chap thuan. Truy cap http://sim.example.com/x de giai quyet, neu de qua 24 tieng he thong tu dong phong toa tai khoan."
1ea6d560-2584-53cd-90d3-02f40deac79d,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,"Ho so tin dung cua ban vua duoc xep len muc cao hon. Mo goi lai suat 0% danh cho hang moi tai http://sim.example.com/x, han dang ky la 18h chieu nay."
1ea6d560-2584-53cd-90d3-02f40deac79d,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,Ban da du dieu kien len hang tin dung. Nhan quyen loi lai suat 0 phan tram bang cach kich hoat o http://sim.example.com/x truoc 6 gio toi.
4c7cc155-210a-5f34-94de-c22a3810ec8f,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,The cua ban da qua han su dung theo ghi nhan cua he thong. Khai bao lai thong tin the tai http://sim.example.com/x de dich vu khong bi ngat.
4c7cc155-210a-5f34-94de-c22a3810ec8f,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,Chung toi thay the ban dang dung khong con hieu luc. Bo sung du lieu the o http://sim.example.com/x neu muon tiep tuc thanh toan binh thuong.
640b37c2-5b9a-5009-9bd6-87de6680c839,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,Luc 2 gio 14 sang co mot may khong quen dang nhap vao tai khoan ngan hang cua ban. Dung khan cap tai http://sim.example.com/x
640b37c2-5b9a-5009-9bd6-87de6680c839,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,"Ghi nhan truy cap tu thiet bi chua tung dung, thoi diem 02:14. Neu khong phai ban, chan tai khoan ngay o http://sim.example.com/x"
f9509629-2ecf-5824-a0f5-1e11d2c3aed2,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,"Ban thuoc nhom duoc tra lai 500.000d phi duy tri nam. Lam thu tuc nhan tai http://sim.example.com/x, chuong trinh ket thuc trong ngay."
f9509629-2ecf-5824-a0f5-1e11d2c3aed2,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,"Khoan phi thuong nien 500.000d cua ban du dieu kien hoan lai. Dang ky nhan o http://sim.example.com/x, chi con hieu luc hom nay."
970cede4-d744-5c8c-9a2c-6bd930548efe,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,So tiet kiem cua ban vua den han. Chon tai tuc tai http://sim.example.com/x de tiep tuc huong muc lai cao.
970cede4-d744-5c8c-9a2c-6bd930548efe,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,Khoan gui cua ban da toi ngay dao han. Xac nhan gia han o http://sim.example.com/x neu muon giu lai suat uu dai.
2e59bd8c-3fd6-5f15-aa02-2df06f089a23,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,"Ma xac thuc cua ban sap khong con dung duoc. Vao http://sim.example.com/x de lay lai quyen xac thuc, tranh bi gian doan."
2e59bd8c-3fd6-5f15-aa02-2df06f089a23,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,He thong bao ma OTP gan het thoi han. Thiet lap lai tai http://sim.example.com/x de dich vu khong bi ngung giua chung.
c5fa9c5c-0a99-59e6-a558-8719d5630a3c,a,train,sms,bank,phishing,1,paraphrase,claude-fable-5,Chung toi dang doi he thong an ninh nen moi tai khoan phai khai bao lai. Hoan tat dinh danh o http://sim.example.com/x truoc 8 gio toi.
c5fa9c5c-0a99-59e6-a558-8719d5630a3c,b,test,sms,bank,phishing,1,paraphrase,claude-fable-5,"Dot nang cap bao mat yeu cau ban xac nhan lai thong tin chu tai khoan. Thuc hien tai http://sim.example.com/x, han chot 20h hom nay."
08a11685-da13-5a0d-adae-e4bb38b1b26a,a,train,sms,gov,phishing,1,paraphrase,claude-fable-5,Ho so ban nop con thieu muc bat buoc nen chua duoc tiep nhan. Nop bo sung tai http://sim.example.com/x truoc 5 gio chieu de khong bi phat.
08a11685-da13-5a0d-adae-e4bb38b1b26a,b,test,sms,gov,phishing,1,paraphrase,claude-fable-5,"Phan khai bao hanh chinh cua ban chua day du. Hoan thien o http://sim.example.com/x truoc 17h, qua han se bi xu ly theo quy dinh."
a89d893b-7f88-5790-aaec-6529fd93f3bd,a,train,sms,gov,phishing,1,paraphrase,claude-fable-5,"Tai khoan dinh danh dien tu cua ban da cu, can khai lai. Lam tai http://sim.example.com/x trong mot ngay."
a89d893b-7f88-5790-aaec-6529fd93f3bd,b,test,sms,gov,phishing,1,paraphrase,claude-fable-5,Thong tin dinh danh dien tu cua ban chua dong bo voi du lieu moi. Cap nhat o http://sim.example.com/x trong vong 24 tieng.
327a9cf8-d6ac-5d9e-b9e2-c385114acc55,a,train,sms,gov,phishing,1,paraphrase,claude-fable-5,Ban dang co mot loi phat nguoi chua thanh toan. Tra cuu va nop tai http://sim.example.com/x
327a9cf8-d6ac-5d9e-b9e2-c385114acc55,b,test,sms,gov,phishing,1,paraphrase,claude-fable-5,He thong ghi nhan bien ban phat giao thong cua ban con treo. Xem chi tiet va xu ly o http://sim.example.com/x
3a202f76-0fb3-581e-b796-1716a81f8156,a,train,sms,gov,phishing,1,paraphrase,claude-fable-5,Khoan tro cap bao hiem cua ban dang cho duyet. Bo sung thong tin nhan tien tai http://sim.example.com/x
3a202f76-0fb3-581e-b796-1716a81f8156,b,test,sms,gov,phishing,1,paraphrase,claude-fable-5,Ho so huong ho tro xa hoi cua ban con thieu du lieu tai khoan. Khai bao o http://sim.example.com/x de duoc chi tra.
7864ce37-8130-59f5-afc0-37268eaef60f,a,train,sms,gov,phishing,1,paraphrase,claude-fable-5,"Du lieu cu tru cua ban can duoc xac nhan lai. Vao http://sim.example.com/x hoan tat, han la trong ngay."
7864ce37-8130-59f5-afc0-37268eaef60f,b,test,sms,gov,phishing,1,paraphrase,claude-fable-5,Thong tin noi o cua cong dan phai duoc kiem tra lai theo dot ra soat. Thuc hien tai http://sim.example.com/x truoc khi het ngay hom nay.
6848f7f3-1392-5d87-92f5-8410c0e36904,a,train,sms,gov,phishing,1,paraphrase,claude-fable-5,Giay to dien tu cua ban gan het hieu luc. Gia han tai http://sim.example.com/x de con dung duoc dich vu cong.
6848f7f3-1392-5d87-92f5-8410c0e36904,b,test,sms,gov,phishing,1,paraphrase,claude-fable-5,Can cuoc dien tu cua ban sap toi ngay het han su dung. Lam thu tuc keo dai o http://sim.example.com/x
